restaurant_name	boro	building	street	zipcode	cuisine	inspection_date	action	violation_code	violation_description	critical_flag	score	grade	grade_date	inspection_type
MIKES PIZZA	MANHATTAN	415	SECOND AVENUE	10010	Pizza/Italian	4/23/15	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	24	B	4/23/15	Cycle Inspection / Re-inspection
Cotenna	MANHATTAN	21	BEDFORD ST	10014	Italian	6/10/15	Violations were cited in the following area(s).	10H	Proper sanitization not provided for utensil ware washing operation.	Not Critical	6	A	6/10/15	Cycle Inspection / Initial Inspection
PICARDIAS MEXICANAS	QUEENS	10221	ROOSEVELT AVENUE	11368	Mexican	9/20/12	Violations were cited in the following area(s).	05D	Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.	Critical	23	B	9/20/12	Cycle Inspection / Re-inspection
CROWN DINER	BRONX	79	EAST  161 STREET	10451	American	11/14/13	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	12	A	11/14/13	Cycle Inspection / Re-inspection
STAR KABAB & CHINEASE RESTAURANT	QUEENS	16821	HILLSIDE AVENUE	11432	Bangladeshi	6/14/16	Violations were cited in the following area(s).	06F	Wiping cloths soiled or not stored in sanitizing solution.	Critical	43	C	6/14/16	Cycle Inspection / Re-inspection
MACCHIATO ESPRESSO BAR	MANHATTAN	141	EAST   44 STREET	10017	Cafe/Coffee/Tea	2/25/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	3	A	2/25/14	Cycle Inspection / Re-inspection
ASIAM THAI CUISINE	MANHATTAN	259	FIRST AVENUE	10003	Thai	3/5/15	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	12	A	3/5/15	Cycle Inspection / Re-inspection
VITO'S PIZZERIA	BRONX	3579	E TREMONT AVE	10465	Pizza	12/3/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	10	A	12/3/14	Cycle Inspection / Re-inspection
DOWN TOWN ASSOCIATION	MANHATTAN	60	PINE STREET	10005	American	9/30/15	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	12	A	9/30/15	Cycle Inspection / Re-inspection
MARACUS CLUB AND RESTAURANT	QUEENS	12108	JAMAICA AVENUE	11418	American	3/28/15	Violations were cited in the following area(s).	04J	Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.	Critical	10	A	3/28/15	Cycle Inspection / Initial Inspection
MAMA MECHO POLLOS A LA BRASA	BROOKLYN	200	KNICKERBOCKER AVE	11237	Spanish	7/31/15	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	10	A	7/31/15	Pre-permit (Operational) / Re-inspection
CITY GOURMET	MANHATTAN	238	EAST   14 STREET	10003	American	12/18/13	Violations were cited in the following area(s).	09C	Food contact surface not properly maintained.	Not Critical	13	A	12/18/13	Cycle Inspection / Initial Inspection
EL AUTENTICO	QUEENS	4720	BROADWAY	11103	Latin (Cuban, Dominican, Puerto Rican, South & Central American)	3/25/15	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	9	A	3/25/15	Pre-permit (Operational) / Initial Inspection
JUSTIN'S	QUEENS	24513	FRANCIS LEWIS BOULEVARD	11422	Spanish	4/17/15	Violations were cited in the following area(s).	06F	Wiping cloths soiled or not stored in sanitizing solution.	Critical	18	B	4/17/15	Cycle Inspection / Re-inspection
DOO WOP GRIDDLE	BROOKLYN	3105	AVENUE H	11210	American	12/4/15	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	14	B	12/4/15	Cycle Inspection / Re-inspection
PEKING CHINESE RESTAURANT	QUEENS	14106	NORTHERN BOULEVARD	11354	Chinese	4/14/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	3	A	4/14/16	Cycle Inspection / Initial Inspection
MING'S RESTAURANT	MANHATTAN	413415	9 AVENUE	10001	Chinese	9/22/15	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	10	A	9/22/15	Cycle Inspection / Re-inspection
GENUINE SUPERETTE	MANHATTAN	191	GRAND ST	10013	American	1/15/16	Violations were cited in the following area(s).	04H	Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.	Critical	17	B	1/15/16	Cycle Inspection / Re-inspection
ZAGHLOUL GRILL	STATEN ISLAND	61	NEW DORP PLZ N	10306	Mediterranean	2/20/15	Violations were cited in the following area(s).	10H	Proper sanitization not provided for utensil ware washing operation.	Not Critical	10	A	2/20/15	Cycle Inspection / Initial Inspection
EL NUEVO CAFE LATINO	QUEENS	14411	JAMAICA AVENUE	11435	Latin (Cuban, Dominican, Puerto Rican, South & Central American)	2/12/16	Violations were cited in the following area(s).	08C	Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.	Not Critical	6	A	2/12/16	Cycle Inspection / Initial Inspection
KENNEDY FRIED CHICKEN PIZZA AND GRILL	QUEENS	8770	PARSONS BLVD	11432	Chicken	1/13/16	Violations were cited in the following area(s).	10I	Single service item reused, improperly stored, dispensed; not used when required.	Not Critical	8	A	1/13/16	Cycle Inspection / Re-inspection
SAMUDRA INDIAN RESTAURANT	QUEENS	7518	37TH AVE	11372	Indian	2/20/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	10	A	2/20/14	Cycle Inspection / Re-inspection
BUDDY'S BURRITO & TACO BAR	BROOKLYN	260	COURT STREET	11231	Tex-Mex	5/25/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	3	A	5/25/16	Cycle Inspection / Initial Inspection
TEACHERS COLLEGE/ GRACE DODGE CAFE	MANHATTAN	525	WEST  120 STREET	10027	American	7/21/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	3	A	7/21/16	Cycle Inspection / Initial Inspection
THE HEIGHTS BAR & GRILL	MANHATTAN	2867	BROADWAY	10025	Tex-Mex	7/3/14	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	25	B	7/3/14	Cycle Inspection / Re-inspection
VIAND CAFE	MANHATTAN	2130	BROADWAY	10023	American	10/16/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	12	A	10/16/14	Cycle Inspection / Re-inspection
PULI BROTHERS II	BROOKLYN	240	KINGS HIGHWAY	11223	Mexican	10/9/15	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	13	A	10/9/15	Cycle Inspection / Initial Inspection
MAYHEM & STOUT	MANHATTAN	711	2ND AVE	10016	Sandwiches	1/21/14	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	12	A	1/21/14	Cycle Inspection / Re-inspection
MIKA JAPANESE CUISINE & BAR	MANHATTAN	150	CENTRE STREET	10013	Chinese/Japanese	9/15/15	Violations were cited in the following area(s).	06B	Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.	Critical	13	A	9/15/15	Cycle Inspection / Re-inspection
ZAMAAN HOOKAH BAR	BROOKLYN	349	BROADWAY	11211	Middle Eastern	5/14/15	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	13	A	5/14/15	Cycle Inspection / Initial Inspection
TACU TACU RESTUARANT	BROOKLYN	134	NORTH    6 STREET	11249	Asian	3/25/15	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	13	A	3/25/15	Cycle Inspection / Re-inspection
BAR 245	BROOKLYN	245	S 1ST ST	11211	American	8/7/14	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	12	A	8/7/14	Cycle Inspection / Re-inspection
2 BROS PIZZA	BROOKLYN	395	FLATBUSH AVENUE EXTENSION	11201	Pizza	6/10/16	Violations were cited in the following area(s).	04H	Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.	Critical	9	A	6/10/16	Cycle Inspection / Initial Inspection
JOE'S PIZZA	BROOKLYN	483	5 AVENUE	11215	Pizza	3/8/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	7	A	3/8/14	Cycle Inspection / Initial Inspection
JAMBA JUICE	MANHATTAN	321	5 AVENUE	10016	Juice, Smoothies, Fruit Salads	12/18/14	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	12	A	12/18/14	Cycle Inspection / Initial Inspection
SUBWAY	MANHATTAN	2039	BROADWAY	10023	Sandwiches	10/8/13	Violations were cited in the following area(s).	02G	Cold food item held above 41 degrees F (smoked fish and reduced oxygen packaged foods above 38 degrees F) except during necessary preparation.	Critical	13	A	10/8/13	Pre-permit (Operational) / Initial Inspection
SMOOCH	BROOKLYN	266	CARLTON AVENUE	11205	Cafe/Coffee/Tea	6/18/14	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	5	A	6/18/14	Cycle Inspection / Re-inspection
JERUSALEM II PIZZA	BROOKLYN	1312	AVENUE J	11230	Jewish/Kosher	1/13/16	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140 degrees F.	Critical	14	B	1/13/16	Cycle Inspection / Re-inspection
LAS TAPAS	MANHATTAN	808	W 187TH ST	10033	Spanish	7/11/16	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	9	A	7/11/16	Cycle Inspection / Re-inspection
